"DateTime","Activity","Section","QuestionID","GivenAnswer","Result"
"Wed Oct 11 2023 14:48:12 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C5","5",""
"Wed Oct 11 2023 14:49:36 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C6","7",""
"Wed Oct 11 2023 14:49:46 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C7","4",""
"Wed Oct 11 2023 14:50:27 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q1","Websites are designed and developed so that people with disabilities can use them","correct"
"Wed Oct 11 2023 14:50:43 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q2","Everyone","correct"
"Wed Oct 11 2023 14:50:56 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q3","Design phase","correct"
"Wed Oct 11 2023 14:51:45 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q4","Following accessibility guidelines is a legal requirement for almost all websites","correct"
"Wed Oct 11 2023 14:52:00 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q5","Have limited dexterity or are using a small handheld device","correct"
"Wed Oct 11 2023 14:52:09 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q6","Are blind","correct"
"Wed Oct 11 2023 14:52:37 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q7","Have a colour vision deficiency","correct"
"Wed Oct 11 2023 14:52:42 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q8","Have low vision","correct"
"Mon Oct 16 2023 14:27:03 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C1","3",""
"Mon Oct 16 2023 14:27:17 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C2","1",""
"Mon Oct 16 2023 14:27:31 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C3","2",""
"Mon Oct 16 2023 14:27:39 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C4","3",""
"Mon Oct 16 2023 14:27:46 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C5","2",""
"Mon Oct 16 2023 14:27:55 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C6","1",""
"Mon Oct 16 2023 14:28:02 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C7","1",""
"Mon Oct 16 2023 14:28:10 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C8","1",""
"Mon Oct 16 2023 14:29:05 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q1","People with cognitive impairments","incorrect"
"Mon Oct 16 2023 14:29:13 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q1","People in remote locations","correct"
"Mon Oct 16 2023 14:31:21 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q2","Accessibility requires no extra effort for designers","correct"
"Mon Oct 16 2023 14:31:33 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C3","3",""
"Mon Oct 16 2023 14:32:20 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q1","Web Content Accessibility Guidelines (WCAG)","correct"
"Mon Oct 16 2023 14:33:49 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q2","It is generally good to aim for level AA and even better to aim for level AAA","correct"
"Mon Oct 16 2023 14:33:58 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C3","4",""
"Mon Oct 16 2023 14:35:11 GMT+1100 (Australian Eastern Daylight Time)","MCQ","in-practice","Q1","Currently, most websites have accessibility problems","incorrect"
"Mon Oct 16 2023 14:35:22 GMT+1100 (Australian Eastern Daylight Time)","MCQ","in-practice","Q1","Accessibility is not considered enough due to deadlines and a lack of resources","incorrect"
"Mon Oct 16 2023 14:35:28 GMT+1100 (Australian Eastern Daylight Time)","MCQ","in-practice","Q1","Fixing accessibility problems early saves money and time","incorrect"
"Mon Oct 16 2023 14:35:30 GMT+1100 (Australian Eastern Daylight Time)","MCQ","in-practice","Q1","Ideally, accessibility should be incorporated after the design phase","correct"
"Mon Oct 16 2023 14:37:10 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C2","4",""
"Mon Oct 16 2023 14:40:34 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","target-size","C1","2",""
"Mon Oct 16 2023 14:40:46 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C2","1",""
"Mon Oct 16 2023 14:43:06 GMT+1100 (Australian Eastern Daylight Time)","MCQ","alt-text","Q1","1 is decorative, 2 is informative","incorrect"
"Mon Oct 16 2023 14:43:09 GMT+1100 (Australian Eastern Daylight Time)","MCQ","alt-text","Q1","1 is informative, 2 is decorative","correct"
"Mon Oct 16 2023 14:45:41 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C2","3",""
"Mon Oct 16 2023 14:49:00 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C3","2",""
"Mon Oct 16 2023 14:49:11 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C4","1",""
"Mon Oct 16 2023 14:50:05 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-general","Q1","False","correct"
"Mon Oct 16 2023 14:50:13 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C2","5",""
"Mon Oct 16 2023 14:51:32 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q1","8 (4 pairs)","correct"
"Mon Oct 16 2023 14:52:44 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q2","Tritanomaly, a type of red-green colour blindness.","incorrect"
"Mon Oct 16 2023 14:52:54 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q2","Deuteranomaly, a type of red-green colour blindness.","correct"
"Mon Oct 16 2023 14:54:24 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q3","Spacing and patterns as additional cues","incorrect"
"Mon Oct 16 2023 14:54:26 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q3","Labels and patterns as additional cues","incorrect"
"Mon Oct 16 2023 14:54:30 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q3","Labels and spacing as additional cues","correct"
"Mon Oct 16 2023 14:58:05 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C4","6",""
"Mon Oct 16 2023 14:58:57 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C5","6",""
"Mon Oct 16 2023 15:00:19 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C6","4",""
"Mon Oct 16 2023 15:02:26 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C1","7",""
"Mon Oct 16 2023 15:04:18 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C2","5",""
"Mon Oct 16 2023 15:04:26 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C3","4",""
"Mon Oct 16 2023 15:05:12 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q1","Websites that are designed and developed by people with disabilities","incorrect"
"Mon Oct 16 2023 15:05:24 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q1","Websites can be accessed by people across large and even remote geographical areas","incorrect"
"Mon Oct 16 2023 15:05:29 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q1","Websites are designed and developed so that people with disabilities can use them","correct"
"Mon Oct 16 2023 15:05:47 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q2","Everyone","correct"
"Mon Oct 16 2023 15:06:00 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q3","Design phase","correct"
"Mon Oct 16 2023 15:06:17 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q4","Accessibility guidelines provide a minimum for designers to meet and exceed","incorrect"
"Mon Oct 16 2023 15:06:28 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q4","Following accessibility guidelines is a legal requirement for almost all websites","correct"
"Mon Oct 16 2023 15:07:11 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q5","Have low vision","incorrect"
"Mon Oct 16 2023 15:07:13 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q5","Have limited dexterity or are using a small handheld device","correct"
"Mon Oct 16 2023 15:07:25 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q6","Are blind","correct"
"Mon Oct 16 2023 15:07:41 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q7","Have a colour vision deficiency","correct"
"Mon Oct 16 2023 15:07:46 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q8","Have a colour vision deficiency","incorrect"
"Mon Oct 16 2023 15:07:50 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q8","Have low vision","correct"
"Wed Oct 18 2023 14:26:03 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C1","4",""
"Wed Oct 18 2023 14:26:45 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C2","2",""
"Wed Oct 18 2023 14:27:06 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C3","3",""
"Wed Oct 18 2023 14:27:25 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C4","1",""
"Wed Oct 18 2023 14:27:34 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C5","5",""
"Wed Oct 18 2023 14:27:59 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C6","3",""
"Wed Oct 18 2023 14:28:01 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C6","2",""
"Wed Oct 18 2023 14:28:04 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C6","3",""
"Wed Oct 18 2023 14:28:06 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C6","2",""
"Wed Oct 18 2023 14:28:16 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C7","2",""
"Wed Oct 18 2023 14:28:29 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C8","3",""
"Wed Oct 18 2023 14:29:54 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q1","People in remote locations","correct"
"Wed Oct 18 2023 14:30:36 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q2","Accessibility requires no extra effort for designers","correct"
"Wed Oct 18 2023 14:31:14 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C3","5",""
"Wed Oct 18 2023 14:31:33 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q1","Web Content Accessibility Guidelines (WCAG)","correct"
"Wed Oct 18 2023 14:32:13 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q2","It is generally good to aim for level AA and even better to aim for level AAA","correct"
"Wed Oct 18 2023 14:32:32 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C3","4",""
"Wed Oct 18 2023 14:33:08 GMT+1100 (Australian Eastern Daylight Time)","MCQ","in-practice","Q1","Ideally, accessibility should be incorporated after the design phase","correct"
"Wed Oct 18 2023 14:34:41 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C2","2",""
"Wed Oct 18 2023 14:36:01 GMT+1100 (Australian Eastern Daylight Time)","MCQ","alt-text","Q1","1 is informative, 2 is decorative","correct"
"Wed Oct 18 2023 14:37:44 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C2","6",""
"Wed Oct 18 2023 14:39:23 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C3","7",""
"Wed Oct 18 2023 14:39:31 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C4","5",""
"Wed Oct 18 2023 14:41:42 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","target-size","C1","6",""
"Wed Oct 18 2023 14:41:49 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C2","2",""
"Wed Oct 18 2023 14:42:30 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-general","Q1","False","correct"
"Wed Oct 18 2023 14:42:38 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C2","5",""
"Wed Oct 18 2023 14:44:07 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q1","8 (4 pairs)","correct"
"Wed Oct 18 2023 14:45:06 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q2","Deuteranomaly, a type of red-green colour blindness.","correct"
"Wed Oct 18 2023 14:46:27 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C4","7",""
"Wed Oct 18 2023 14:47:53 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C5","7",""
"Wed Oct 18 2023 14:48:04 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C6","3",""
"Wed Oct 18 2023 14:49:18 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C1","6",""
"Wed Oct 18 2023 14:51:10 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C2","6",""
"Wed Oct 18 2023 14:51:22 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C3","4",""
"Wed Oct 18 2023 14:51:45 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q1","Websites are designed and developed so that people with disabilities can use them","correct"
"Wed Oct 18 2023 14:51:52 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q2","Everyone","correct"
"Wed Oct 18 2023 14:52:00 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q3","Design phase","correct"
"Wed Oct 18 2023 14:52:35 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q4","Following accessibility guidelines is a legal requirement for almost all websites","correct"
"Wed Oct 18 2023 14:53:22 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q5","Have limited dexterity or are using a small handheld device","correct"
"Wed Oct 18 2023 14:53:43 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q6","Are blind","correct"
"Wed Oct 18 2023 14:53:49 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q7","Have a colour vision deficiency","correct"
"Wed Oct 18 2023 14:53:57 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q8","Have a colour vision deficiency","incorrect"
"Wed Oct 18 2023 14:54:01 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q8","Have low vision","correct"
"Wed Oct 18 2023 17:32:53 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C1","1",""
"Wed Oct 18 2023 17:33:01 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C2","1",""
"Wed Oct 18 2023 17:33:06 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C3","1",""
"Wed Oct 18 2023 17:33:11 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C4","1",""
"Wed Oct 18 2023 17:33:17 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C5","1",""
"Wed Oct 18 2023 17:33:22 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C6","1",""
"Wed Oct 18 2023 17:33:35 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C7","1",""
"Wed Oct 18 2023 17:33:42 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C7","2",""
"Wed Oct 18 2023 17:33:45 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C8","2",""
"Wed Oct 18 2023 17:35:23 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q1","People in remote locations","correct"
"Wed Oct 18 2023 17:37:07 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q2","Accessibility requires no extra effort for designers","correct"
"Wed Oct 18 2023 17:37:21 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C3","4",""
"Wed Oct 18 2023 17:38:36 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q1","Web Content Accessibility Guidelines (WCAG)","correct"
"Wed Oct 18 2023 17:40:14 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q2","It is generally good to aim for level AA and even better to aim for level AAA","correct"
"Wed Oct 18 2023 17:40:19 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C3","3",""
"Wed Oct 18 2023 17:42:07 GMT+1100 (Australian Eastern Daylight Time)","MCQ","in-practice","Q1","Ideally, accessibility should be incorporated after the design phase","correct"
"Wed Oct 18 2023 17:46:09 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C2","3",""
"Wed Oct 18 2023 17:47:49 GMT+1100 (Australian Eastern Daylight Time)","MCQ","target-size","Q1","44 by 44 CSS pixels.","correct"
"Wed Oct 18 2023 17:53:45 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","target-size","C3","5",""
"Wed Oct 18 2023 17:53:48 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C4","3",""
"Wed Oct 18 2023 17:55:48 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C1","6",""
"Wed Oct 18 2023 17:56:13 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C1","5",""
"Wed Oct 18 2023 17:57:41 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C2","6",""
"Wed Oct 18 2023 17:57:48 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C2","7",""
"Wed Oct 18 2023 17:58:00 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C3","3",""
"Wed Oct 18 2023 18:01:05 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-general","Q1","False","correct"
"Wed Oct 18 2023 18:01:16 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C2","4",""
"Wed Oct 18 2023 18:02:40 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C1","7",""
"Wed Oct 18 2023 18:03:38 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C2","7",""
"Wed Oct 18 2023 18:03:49 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C3","2",""
"Wed Oct 18 2023 18:04:28 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q1","Image 2","correct"
"Wed Oct 18 2023 18:05:56 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q2","Large text (level AA)","correct"
"Wed Oct 18 2023 18:06:18 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q3","Normal text (level AA) and large text (level AAA)","correct"
"Wed Oct 18 2023 18:06:39 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q4","Normal text (level AA) and large text (level AAA)","incorrect"
"Wed Oct 18 2023 18:06:49 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q4","Normal text (level AAA)","correct"
"Wed Oct 18 2023 18:11:57 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C5","6",""
"Wed Oct 18 2023 18:13:01 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C6","7",""
"Wed Oct 18 2023 18:13:05 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C7","4",""
"Wed Oct 18 2023 18:13:51 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q1","Websites are designed and developed so that people with disabilities can use them","correct"
"Wed Oct 18 2023 18:13:56 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q2","Everyone","correct"
"Wed Oct 18 2023 18:14:04 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q3","Design phase","correct"
"Wed Oct 18 2023 18:14:40 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q4","Following accessibility guidelines is a legal requirement for almost all websites","correct"
"Wed Oct 18 2023 18:15:00 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q5","Have limited dexterity or are using a small handheld device","correct"
"Wed Oct 18 2023 18:15:30 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q6","Are blind","correct"
"Wed Oct 18 2023 18:16:08 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q7","Have a colour vision deficiency","correct"
"Wed Oct 18 2023 18:16:14 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q8","Have a colour vision deficiency","incorrect"
"Wed Oct 18 2023 18:16:22 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q8","Have low vision","correct"
"Wed Oct 18 2023 21:42:58 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C1","2",""
"Wed Oct 18 2023 21:43:09 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C2","1",""
"Wed Oct 18 2023 21:43:20 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C3","2",""
"Wed Oct 18 2023 21:43:27 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C4","1",""
"Wed Oct 18 2023 21:43:32 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C5","2",""
"Wed Oct 18 2023 21:43:39 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C6","2",""
"Wed Oct 18 2023 21:43:59 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C7","3",""
"Wed Oct 18 2023 21:44:05 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C8","2",""
"Wed Oct 18 2023 21:46:24 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q1","People in remote locations","correct"
"Wed Oct 18 2023 21:47:44 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q2","Accessibility requires no extra effort for designers","correct"
"Wed Oct 18 2023 21:48:19 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C3","3",""
"Wed Oct 18 2023 21:48:20 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C3","3",""
"Wed Oct 18 2023 21:48:23 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C3","3",""
"Wed Oct 18 2023 21:49:17 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q1","Web Content Accessibility Guidelines (WCAG)","correct"
"Wed Oct 18 2023 21:50:26 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q2","It is generally good to aim for level AA and even better to aim for level AAA","correct"
"Wed Oct 18 2023 21:50:34 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C3","3",""
"Wed Oct 18 2023 21:51:57 GMT+1100 (Australian Eastern Daylight Time)","MCQ","in-practice","Q1","Ideally, accessibility should be incorporated after the design phase","correct"
"Wed Oct 18 2023 21:55:16 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C2","2",""
"Wed Oct 18 2023 21:58:05 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","target-size","C1","3",""
"Wed Oct 18 2023 21:58:20 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C2","2",""
"Wed Oct 18 2023 22:01:20 GMT+1100 (Australian Eastern Daylight Time)","MCQ","alt-text","Q1","1 is informative, 2 is decorative","correct"
"Wed Oct 18 2023 22:06:11 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C2","2",""
"Wed Oct 18 2023 22:09:14 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C3","3",""
"Wed Oct 18 2023 22:09:29 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C4","3",""
"Wed Oct 18 2023 22:10:17 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-general","Q1","False","correct"
"Wed Oct 18 2023 22:10:25 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C2","4",""
"Wed Oct 18 2023 22:11:47 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q1","8 (4 pairs)","correct"
"Wed Oct 18 2023 22:12:48 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q2","Deuteranomaly, a type of red-green colour blindness.","correct"
"Wed Oct 18 2023 22:13:58 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q3","Labels and spacing as additional cues","correct"
"Wed Oct 18 2023 22:15:32 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C4","5",""
"Wed Oct 18 2023 22:17:17 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C5","5",""
"Wed Oct 18 2023 22:17:27 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C5","6",""
"Wed Oct 18 2023 22:17:53 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C6","4",""
"Wed Oct 18 2023 22:21:50 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C1","2",""
"Wed Oct 18 2023 22:21:50 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C1","2",""
"Wed Oct 18 2023 22:23:09 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C2","3",""
"Wed Oct 18 2023 22:23:15 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C3","4",""
"Wed Oct 18 2023 22:24:17 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q1","Websites are designed and developed so that people with disabilities can use them","correct"
"Wed Oct 18 2023 22:24:24 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q2","Everyone","correct"
"Wed Oct 18 2023 22:24:36 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q3","Design phase","correct"
"Wed Oct 18 2023 22:25:15 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q4","Following accessibility guidelines is a legal requirement for almost all websites","correct"
"Wed Oct 18 2023 22:25:33 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q5","Have limited dexterity or are using a small handheld device","correct"
"Wed Oct 18 2023 22:25:42 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q6","Are blind","correct"
"Wed Oct 18 2023 22:25:51 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q7","Have a colour vision deficiency","correct"
"Wed Oct 18 2023 22:26:00 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q8","Have low vision","correct"
"Thu Oct 19 2023 20:21:24 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C1","4",""
"Thu Oct 19 2023 20:21:46 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C2","1",""
"Thu Oct 19 2023 20:21:54 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C3","2",""
"Thu Oct 19 2023 20:22:06 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C4","2",""
"Thu Oct 19 2023 20:22:19 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C5","1",""
"Thu Oct 19 2023 20:22:29 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C6","3",""
"Thu Oct 19 2023 20:22:46 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C7","3",""
